Id,Vendor,Product,Version,Type,End-Of-Life
2724,Microsoft,Microsoft DirectX 10.x,10.x,2,-1
2725,Microsoft,Microsoft Windows 2000 Datacenter Server,2000,1,1
2726,Microsoft,Microsoft Works 6.x,6.x,2,1
2727,Microsoft,Microsoft OneDrive (formerly SkyDrive) 17.x,17.x,2,0
2728,Microsoft,Zone.com Stats Client for MSN Messenger ActiveX Control 9.x,9.x,2,-1
2729,Microsoft,Microsoft Windows Mobile 5.x,5.x,1,-1
2730,Microsoft,Microsoft Internet Information Services (IIS) 5.x,5.x,2,1
2731,Microsoft,Windows NetMeeting 3.x,3.x,2,-1
2732,Microsoft,Microsoft Windows Media Player 12.x,12.x,2,0
2733,Microsoft,Microsoft Mathematics 4.x,4.x,2,0
2734,Microsoft,Windows Reg Clean 4.x,4.x,2,-1
2735,Microsoft,Microsoft Business Solutions eEnterprise 7.x,,2,-1
2736,Microsoft,Microsoft MSN Messenger 7.x,7.x,2,-1
2737,Microsoft,Microsoft Windows Phone 7,,1,0
2738,Microsoft,Microsoft Visual Studio 6 Standard,,2,-1
2739,Microsoft,Microsoft EMET (Enhanced Mitigation Experience Toolkit) 4.x,4.x,2,0
2740,Microsoft,Office 2003 Add-In: International Character Toolbar 11.x,11.x,2,-1
2741,Microsoft,Microsoft Live Meeting 2007,,2,-1
2742,Microsoft,Microsoft ZoomIt 4.x,4.x,2,0
2743,Microsoft,zpa hrtz ActiveX Control 9.x,9.x,2,-1
2744,Microsoft,Microsoft Project Central Server,,2,-1
2745,Microsoft,Connectix Virtual PC for Windows 5.x,5.x,2,-1
2746,Microsoft,Windows Server 2003 Resource Kit Tools,5.2.x,2,-1
2747,Microsoft,Microsoft Business Solutions Great Plains 8.x,8.x,2,-1
2748,Microsoft,Microsoft Visual C# 2005 Express Edition,8.x,2,-1
2749,Microsoft,Microsoft System Center Configuration Manager (SCCM) 2012,2012,2,0
2750,Microsoft,Microsoft Office Live Meeting 2005 7.x,7.x,2,-1
2751,Microsoft,Microsoft AutoRuns 8.x,8.x,2,1
2752,Microsoft,Microsoft Visio 2010,14.x,2,0
2753,Microsoft,Microsoft Standard User Analyzer 1.x,1.x,2,-1
2754,Microsoft,Microsoft FrontPage Server Extensions 2002,5.x,2,0
2755,Microsoft,Microsoft Antigen 9.x,9.x,2,-1
2756,Microsoft,Microsoft Windows 2000 Support Tools 5.x,5.x,2,-1
2757,Microsoft,Microsoft System Center Virtual Machine Manager (SCVMM) 2012,2012,2,0
2758,Microsoft,Microsoft Carioca Rummy 1.x,1.x,2,-1
2759,Microsoft,Microsoft Match-Up! 1.x,1.x,2,-1
2760,Microsoft,Microsoft Forefront Security for Exchange Server,,2,-1
2761,Microsoft,Calculator for Tablet PC 1.x,1.x,2,-1
2762,Microsoft,Microsoft Frontpage 98.x,98,2,1
2763,Microsoft,Microsoft Powerpoint 2003,2003,2,1
2764,Microsoft,Microsoft Visual Studio Team Foundation Server 2013,2013,2,0
2765,Microsoft,Microsoft Debugging Tools for Windows 6.x,6.x,2,-1
2766,Microsoft,Microsoft Windows SDK for Windows 7 and .NET Framework 4 7.x,7.x,2,0
2767,Microsoft,Microsoft BizTalk Server 2004,,2,-1
2768,Microsoft,Microsoft Windows Intune,,2,0
2769,Microsoft,MUI Pack for Microsoft Office 2003,,2,-1
2770,Microsoft,Windows PowerShell 2.x,2.x,2,0
2771,Microsoft,Zune 1.x,1.x,2,-1
2772,Microsoft,Microsoft Outlook 2003,2003,2,1
2773,Microsoft,Windows Live Mail,,2,0
2774,Microsoft,Microsoft Visual Studio 2013,12.x,2,0
2775,Microsoft,Microsoft SQL Server 2000 Desktop Engine (MSDE 2000),,2,-1
2776,Microsoft,Microsoft AutoCollage 2008 1.x,1.x,2,0
2777,Microsoft,Windows Live Writer 14.x,14.x,2,-1
2778,Microsoft,Microsoft Office 2007 Add-in: Microsoft Save as PDF or XPS 1.x,,2,0
2779,Microsoft,Microsoft SOAP Toolkit 3.x,,2,-1
2780,Microsoft,Microsoft Exchange 5.5,,2,-1
2781,Microsoft,Microsoft ISA Server 2006,,2,-1
2782,Microsoft,Microsoft Streets &amp; Trips 2007,,2,-1
2783,Microsoft,Microsoft SQL Server 2008 R2 BI Development Studio,2008,2,0
2784,Microsoft,Windows Live Safety Center Base Module ActiveX Control 1.x,1.x,2,-1
2785,Microsoft,Microsoft Contig 1.x,1.x,2,0
2786,Microsoft,Windows Mobile 5.0 SDK for Smartphone 5.x,5.x,2,0
2787,Microsoft,Microsoft Visual C++ 2005 Redistributable Package (x86),,2,0
2788,Microsoft,Windows Live Writer 15.x,15.x,2,0
2789,Microsoft,Microsoft SNA Server 4,4,2,1
2790,Microsoft,Active Directory Lightweight Directory Services (AD LDS) for Windows7 6.x,6.x,2,0
2791,Microsoft,Microsoft Operations Manager (MOM) Agent 2005,5.x,2,0
2792,Microsoft,Microsoft Windows Media Player 7.x,7.x,2,-1
2793,Microsoft,Microsoft Baseline Security Analyzer 1.x,1.x,2,-1
2794,Microsoft,CryptoRSA ActiveX Control 2.x,2.x,2,-1
2795,Microsoft,Microsoft Streets &amp; Trips 2006,,2,0
2796,Microsoft,Microsoft Expression Web 4,4.x,2,0
2797,Microsoft,Microsoft Platform SDK 5.x,5.x,2,-1
2798,Microsoft,CheckersZPA ActiveX Control 9.x,9.x,2,0
2799,Microsoft,Microsoft Visio 2002 Viewer,,2,-1
2800,Microsoft,Microsoft Terminal Services Advanced Client,5,2,-1
2801,Microsoft,Microsoft System Center Data Protection Manager (DPM) 2007,,2,-1
2802,Microsoft,Microsoft Host Integration Server 2006,2006,2,-1
2803,Microsoft,Zune 3.x,3.x,2,-1
2804,Microsoft,Salesforce for Outlook 2.x,2.x,2,0
2805,Microsoft,Windows Automated Installation Kit (AIK),1.x,2,0
2806,Microsoft,Microsoft Office SharePoint Server 2007,,2,-1
2807,Microsoft,Microsoft SQL Server 2008 Express,10.x,2,0
2808,Microsoft,Microsoft Office File Converter Pack,,2,-1
2809,Microsoft,Uno Messenger ActiveX Control 1.x,1.x,2,-1
2810,Microsoft,Microsoft Windows Server Update Services (WSUS) 2.x,2.x,2,-1
2811,Microsoft,Microsoft InfoPath 2003,11.x,2,1
2812,Microsoft,Microsoft Project Professional 2003,2003,2,1
2813,Microsoft,Microsoft Visual C++ 2008 Redistributable Package,2008,2,0
2814,Microsoft,Microsoft Visual Basic for Applications SDK 6.x,,2,-1
2815,Microsoft,Microsoft Picture It! 7.x,7.x,2,1
2816,Microsoft,Microsoft PsLogList 2.x,2.x,2,0
2817,Microsoft,Microsoft SharePoint Server 2007,,2,0
2818,Microsoft,ADOMD.NET 10.x,10.x,2,0
2819,Microsoft,Microsoft AutoRoute 2002,,2,1
2820,Microsoft,Microsoft DirectX 5.x,,2,-1
2821,Microsoft,Microsoft Network Monitor 3.x,3.x,2,-1
2822,Microsoft,Microsoft Outlook 2010,,2,0
2823,Microsoft,Microsoft Word Web App,,2,0
2824,Microsoft,ZPA Backgammon ActiveX Control 9.x,9.x,2,-1
2825,Microsoft,Microsoft Ink Desktop 1.x,1.x,2,-1
2826,Microsoft,ZPA_KQRP ActiveX Control 1.x,1.x,2,0
2827,Microsoft,Microsoft SQL Server Management Studio 2008,2008,2,0
2828,Microsoft,Windows Media Center 6.x,6.x,2,0
2829,Microsoft,Microsoft Windows Media Player 5.x,5.x,2,-1
2830,Microsoft,Microsoft Office Communications Server 2007,,2,-1
2831,Microsoft,Microsoft Image Composite Editor 1.x,1.x,2,-1
2832,Microsoft,Microsoft User Profile Hive Cleanup Service 1.x,1.x,2,0
2833,Microsoft,MSN Explorer 10.x,10.x,2,0
2834,Microsoft,MUI Pack for Windows XP  5.x,5.x,2,-1
2835,Microsoft,FxCop 1.x,1.x,2,-1
2836,Microsoft,Microsoft Windows Defender,,2,-1
2837,Microsoft,Windows Live Call 14.x,14.x,2,-1
2838,Microsoft,Microsoft IntelliType Pro 6.x,6.x,2,0
2839,Microsoft,Microsoft Windows Server 2003 Web Edition,2003,1,-1
2840,Microsoft,Microsoft SQL Server 2000,2000,2,1
2841,Microsoft,Microsoft Office 2013,15.x,2,0
2842,Microsoft,Windows Live OneCare Safety Scanner Active Control 1.x,1.x,2,-1
2843,Microsoft,Microsoft SQL Server Analysis Services 8.x,8.x,2,-1
2844,Microsoft,Microsoft Internet Information Server (IIS) 4.0,4,2,1
2845,Microsoft,Microsoft System Center Configuration Manager (SCCM) 2007,2007,2,0
2846,Microsoft,Microsoft Office Picture Manager 12.x,12.x,2,-1
2847,Microsoft,Microsoft Business Solutions Solomon 4.x,,2,-1
2848,Microsoft,Microsoft .NET Framework 1.x,1.x,2,1
2849,Microsoft,Microsoft Lync 2010 Attendee 4.x,4.x,2,0
2850,Microsoft,Microsoft Download Manager 1.x,1.x,2,0
2851,Microsoft,Microsoft Flight Simulator 2004,9.x,2,1
2852,Microsoft,Microsoft Office Live Meeting 2007 8.x,8.x,2,0
2853,Microsoft,Microsoft Money 2007 16.x,16.x,2,1
2854,Microsoft,Microsoft Interactive Training 3.x,3.x,2,-1
2855,Microsoft,Internet Explorer Developer Toolbar 1.x,1.x,2,-1
2856,Microsoft,Microsoft Virtual PC 2004,,2,-1
2857,Microsoft,SassCln ActiveX Control 1.x,1.x,2,-1
2858,Microsoft,Microsoft Expression Design 2,,2,0
2859,Microsoft,Microsoft Project 2000,2000,2,1
2860,Microsoft,Microsoft Content Management Server 2002,2002,2,-1
2861,Microsoft,Connectix Virtual PC for Windows 4.x,4.x,2,-1
2862,Microsoft,Microsoft Flight Simulator X,10.x,2,-1
2863,Microsoft,Microsoft National Language Support Downlevel APIs 1.x,1.x,2,0
2864,Microsoft,Microsoft Unity 2.x,2.x,2,0
2865,Microsoft,Microsoft PageDefrag 2.x,2.x,2,0
2866,Microsoft,Microsoft AppLocale Utility 1.x,1.x,2,0
2867,Microsoft,ProcDump 6.x,6.x,2,0
2868,Microsoft,Webster HTTP Server,,2,1
2869,Microsoft,Microsoft Office File Validation Add-in 14.x,14.x,2,0
2870,Microsoft,MSDCode ActiveX Control 2.x,2.x,2,0
2871,Microsoft,Microsoft Visio Converter 15.x,15.x,2,0
2872,Microsoft,Microsoft Windows Live OneCare,,2,1
2873,Microsoft,Microsoft Picture It! 3.x,3.x,2,1
2874,Microsoft,Microsoft MSN Photo Upload Tool 10.x,10.x,2,-1
2875,Microsoft,Microsoft Office 2003 Proofing Tools,11.x,2,-1
2876,Microsoft,Microsoft Office Word 2007,2007,2,0
2877,Microsoft,Microsoft MapPoint 2002,9.x,2,1
2878,Microsoft,Microsoft Frontpage 2000,2000,2,1
2879,Microsoft,Microsoft Visual Studio C++ 2010 Express 10.x,10.x,2,0
2880,Microsoft,Microsoft Blend for Visual Studio 2012,5.x,2,0
2881,Microsoft,Age of Empires Expansion 2.x,2.x,2,0
2882,Microsoft,Microsoft Office 2007 system (NPAPI Plugin) 12.x,12.x,2,0
2883,Microsoft,CAPICOM 2.x,2.x,2,-1
2884,Microsoft,Microsoft Windows Media Encoder 9.x,9.x,2,-1
2885,Microsoft,Microsoft SharePoint Designer 2013,15.x,2,0
2886,Microsoft,Microsoft Outlook View ActiveX Control 10.x,10.x,2,-1
2887,Microsoft,Microsoft Support Diagnostic Tool ActiveX Control 2.x,2.x,2,-1
2888,Microsoft,Microsoft Report Viewer 2005,2007,2,-1
2889,Microsoft,Microsoft Open Command Window Here 1.x,1.x,2,-1
2890,Microsoft,Microsoft Office Word 2003 XML Viewer,,2,-1
2891,Microsoft,Microsoft SQL Server Management Studio 2012,2012,2,0
2892,Microsoft,HighMAT Extension to Microsoft Windows XP CD Writing Wizard,,2,-1
2893,Microsoft,Microsoft Data Engine (MSDE) 1.0,1,2,-1
2894,Microsoft,Microsoft Publisher 2003,,2,1
2895,Microsoft,Microsoft Excel 2000,2000,2,1
2896,Microsoft,MessengerStatsPAClient ActiveX Control 9.x,9.x,2,0
2897,Microsoft,Microsoft Works 9.x,9.x,2,1
2898,Microsoft,Microsoft SyncToy 2.x,2.x,2,-1
2899,Microsoft,Microsoft BGInfo 4.x,4.x,2,0
2900,Microsoft,Microsoft Windows 2000 Active Directory Migration Tool 2.x,2.x,2,-1
2901,Microsoft,Microsoft Streets &amp; Trips 2005,12.x,2,1
2902,Microsoft,Microsoft Process Explorer 12.x,12.x,2,1
2903,Microsoft,Microsoft .NET Compact Framework 2.0 Service Pack 2 Redistributable,2.x,2,0
2904,Microsoft,Microsoft ISA Server Best Practices Analyzer Tool 6.x,6.x,2,-1
2905,Microsoft,Microsoft System Center Operations Manager 2012,,2,0
2906,Microsoft,Microsoft Windows SDK for Windows Server 2008 and .NET Framework 3.5 6.x,6.x,2,0
2907,Microsoft,Microsoft Host Integration Server 2010,,2,0
2908,Microsoft,XEnroll ActiveX Control 5.x,5.x,2,0
2909,Microsoft,Microsoft Expression Encoder 4,4.x,2,0
2910,Microsoft,Microsoft SQL Server 2000 Analysis Services,2000,2,0
2911,Microsoft,Microsoft Visual Studio Tools for the Office system 3.0 Runtime 9.x,9.x,2,0
2912,Microsoft,Microsoft GIF Animator 1.x,1.x,2,-1
2913,Microsoft,Microsoft PowerPoint Web App,,2,0
2914,Microsoft,Live Mesh 0.x,0.x,2,-1
2915,Microsoft,Microsoft Xbox 360 Accessories 1.x,1.x,2,0
2916,Microsoft,Microsoft Remote Desktop Connection Client for Mac 3.x,3.x,2,0
2917,Microsoft,Microsoft Windows XP Home Edition,XP Home Edition,1,1
2918,Microsoft,Microsoft Powerpoint 2011 for Mac,14.x,2,0
2919,Microsoft,MCSiMenu ActiveX Control 1.x,1.x,2,0
2920,Microsoft,Microsoft Host Integration Server 2004 (Client),2004,2,-1
2921,Microsoft,Microsoft Office OneNote 2007,,2,0
2922,Microsoft,Microsoft SQL Server Migration Assistant for Access 5.x,5.x,2,0
2923,Microsoft,Microsoft SharePoint Team Services,,2,-1
2924,Microsoft,Microsoft Office Pinyin SimpleFast/New Experience Style 2010,2010,2,0
2925,Microsoft,Microsoft Application Verifier 3.x,3.x,2,-1
2926,Microsoft,Microsoft Windows 8.1,8.1,1,0
2927,Microsoft,Microsoft Visual Studio 2005 64-bit Hosted Visual C++ Tools,,2,-1
2928,Microsoft,WorldWide Telescope 5.x,5.x,2,0
2929,Microsoft,Microsoft Visual Basic for Applications SDK 5.x,5.x,2,1
2930,Microsoft,Microsoft Excel 97,8.x,2,1
2931,Microsoft,Microsoft Office Accounting Professional 2007,,2,-1
2932,Microsoft,Microsoft Online Services Sign In 1.x,1.x,2,0
2933,Microsoft,Microsoft SQL Server 2005 Compact Edition 3.x,3.x,2,-1
2934,Microsoft,Microsoft Works Suite 2004,,2,-1
2935,Microsoft,Microsoft PsLoggedOn 1.x,1.x,2,0
2936,Microsoft,Fiddler PowerToy 1.x,1.x,2,-1
2937,Microsoft,Creature House Expression 3.x,3.x,2,-1
2938,Microsoft,Microsoft Application Compatibility Toolkit (ACT) 5.x,5.x,2,0
2939,Microsoft,Microsoft Windows Search 4.x,4.x,2,-1
2940,Microsoft,ZPAChat ActiveX Control 9.x,9.x,2,0
2941,Microsoft,Microsoft Visual Studio Team Foundation Server 2012,2012,2,0
2942,Microsoft,Microsoft HPC Pack 2008 R2,,2,0
2943,Microsoft,zpa_dmno ActiveX Control 1.x,1.x,2,0
2944,Microsoft,Windows Media Player skin import utility 1.x,1.x,2,-1
2945,Microsoft,Microsoft System Center 2012 Endpoint Protection,2012,2,0
2946,Microsoft,axwebdeploy ActiveX Control 3.x,3.x,2,0
2947,Microsoft,Microsoft DiskView 2.x,2.x,2,0
2948,Microsoft,Microsoft Project Query ActiveX Control 11.x,11.x,2,0
2949,Microsoft,MsnPPick ActiveX Control 10.x,10.x,2,-1
2950,Microsoft,Microsoft Word 97 Viewer,8.x,2,-1
2951,Microsoft,Microsoft Windows Server 2003 Datacenter Edition,2003,1,-1
2952,Microsoft,Microsoft Outlook 2007,2007,2,0
2953,Microsoft,Microsoft Movie Maker 1.x,1.x,2,-1
2954,Microsoft,Virtual Machine Remote ActiveX Control 1.x,1.x,2,-1
2955,Microsoft,Microsoft Office Proofing Tools 2010,14.x,2,0
2956,Microsoft,Microsoft Access 97.x,97,2,1
2957,Microsoft,Microsoft Office Template Gallery ActiveZ Control 1.x,1.x,2,0
2958,Microsoft,Microsoft Business Solutions Solomon 5.x,,2,-1
2959,Microsoft,Age of Empires III 4.x,4.x,2,0
2960,Microsoft,Microsoft Windows Live Toolbar 3.x,3.x,2,-1
2961,Microsoft,ProductIDGatherer ActiveX Control 1.x,1.x,2,-1
2962,Microsoft,Microsoft XPS-Viewer 6.x,6.x,2,0
2963,Microsoft,Microsoft F# Runtime 2.0,,2,0
2964,Microsoft,Microsoft Project 2002,2002,2,1
2965,Microsoft,Microsoft Content Management Server 2001,2001,2,1
2966,Microsoft,Microsoft Publisher 98 5.x,5.x,2,1
2967,Microsoft,Internationalized Domain Names Mitigation APIs 1.x,1.x,2,0
2968,Microsoft,Microsoft Ajax Minifier 4.x,4.x,2,0
2969,Microsoft,Microsoft PendMoves 1.x,1.x,2,0
2970,Microsoft,Microsoft Outlook Express 5.5,5.5,2,1
2971,Microsoft,Microsoft ISA Server 2004,,2,-1
2972,Microsoft,Microsoft Office Visio Connector for the Microsoft Baseline Security Analyzer (MBSA) 2.x,2.x,2,-1
2973,Microsoft,Microsoft Filemon 4.x,4.x,2,1
2974,Microsoft,URLScan Security Tool 2.x,2.x,2,-1
2975,Microsoft,Microsoft ListDLLs 3.x,3.x,2,0
2976,Microsoft,Microsoft Office Proofing Tools 2007,12.x,2,0
2977,Microsoft,Windows Scripting Host,,2,-1
2978,Microsoft,Microsoft Office Live Communications Server 2005,,2,-1
2979,Microsoft,Microsoft Exchange Server 2013,2013,2,0
2980,Microsoft,Microsoft PowerPoint 2007,2007,2,0
2981,Microsoft,ASP.NET AJAX Extensions,1.x,2,0
2982,Microsoft,Microsoft Money 2005,14.x,2,1
2983,Microsoft,HDView ActiveX Control 1.x,1.x,2,0
2984,Microsoft,Microsoft Frontpage 2002,2002,2,1
2985,Microsoft,Microsoft Filemon 6.x,6.x,2,1
2986,Microsoft,Age of Empires 2.x,2.x,2,0
2987,Microsoft,Platform SDK Redistributable: CAPICOM 2.x,2.x,2,-1
2988,Microsoft,Windows Support Tools File version 5.x,5.x,2,0
2989,Microsoft,Hotmail Attachments ActiveX Control 1.x,1.x,2,-1
2990,Microsoft,Microsoft Visio 2007 Viewer,12.x,2,-1
2991,Microsoft,Microsoft Office Small Business Accounting 2006,,2,-1
2992,Microsoft,Microsoft Works 6-9 File Converter 1.x,1.x,2,-1
2993,Microsoft,Microsoft DirectX Media SDK 6.x,6.x,2,-1
2994,Microsoft,Microsoft AutoRuns 9.x,9.x,2,1
2995,Microsoft,Microsoft Process Monitor 3.x,3.x,2,0
2996,Microsoft,Microsoft Visual SourceSafe,,2,-1
2997,Microsoft,ProcDump 3.x,3.x,2,0
2998,Microsoft,Microsoft Office 2010 Filter Pack,2010,2,0
2999,Microsoft,zpa_txhe 9.x,9.x,2,-1
3000,Microsoft,Microsoft Office Forms Server 2007,,2,0
3001,Microsoft,Microsoft BitLocker Administration and Monitoring 2.x,2.x,2,0
3002,Microsoft,Microsoft Visual Basic for Applications 6.x,6.x,2,0
3003,Microsoft,Microsoft Photo Editor 3.x,3.x,2,-1
3004,Microsoft,Orca 3.x,3.x,2,-1
3005,Microsoft,Microsoft Visual Studio 2008 Service Pack 1 Remote Debugger 9.x,9.x,2,0
3006,Microsoft,SQLXML 4.x,4.x,2,0
3007,Microsoft,Vista PC Detector ActiveX Control 1.x,1.x,2,0
3008,Microsoft,Microsoft WCF RIA Services 4.x,4.x,2,0
3009,Microsoft,Microsoft Host Integration Server 2009,,2,0
3010,Microsoft,Microsoft LifeChat 1.x,1.x,2,0
3011,Microsoft,Photo Pick and Convert Module for MSN ActiveX Control 10.x,10.x,2,-1
3012,Microsoft,Microsoft Visual Web Developer 2005 Express Edition,8.x,2,-1
3013,Microsoft,Microsoft Expression Design 4,7.x,2,0
3014,Microsoft,Microsoft WebMatrix 2.x,2.x,2,0
3015,Microsoft,Microsoft Windows Server 2003 Support Tools 5.x,5.x,2,-1
3016,Microsoft,Microsoft Visual Studio C# 2010 Express 10.x,10.x,2,0
3017,Microsoft,Microsoft Remove Hidden Data Tool 1.x,1.x,2,-1
3018,Microsoft,Microsoft RichCopy 4.x,4.x,2,0
3019,Microsoft,Virtual Earth 3D 4.x,4.x,2,-1
3020,Microsoft,Microsoft Project 2013,15.x,2,0
3021,Microsoft,Microsoft Office Word Viewer 2003,,2,1
3022,Microsoft,Microsoft Windows NT 4.0 Workstation,NT 4.0 Workstation,1,1
3023,Microsoft,XMLParser ActiveX Control 1.x,1.x,2,0
3024,Microsoft,Microsoft Office InfoPath 2007,,2,-1
3025,Microsoft,Microsoft SharePoint Portal Server 2001,2001,2,1
3026,Microsoft,Microsoft Pinyin IME 2010,2010,2,0
3027,Microsoft,Microsoft Windows RT 8.1,8.1,1,0
3028,Microsoft,Microsoft DigWebX2 ActiveX Control 10.x,10.x,2,-1
3029,Microsoft,Component Checker 2.x,2.x,2,0
3030,Microsoft,GAME_UNO1 MSN Messenger ActiveX Control 1.x,1.x,2,-1
3031,Microsoft,Microsoft Outlook Express 5,5,2,1
3032,Microsoft,Microsoft Word 98(J),,2,-1
3033,Microsoft,Microsoft Windows Storage Server 2003,,1,-1
3034,Microsoft,Microsoft PowerPoint 97.x,8.x,2,1
3035,Microsoft,Microsoft PsList 1.x,1.x,2,0
3036,Microsoft,Microsoft Communicator 2011,13.x,2,0
3037,Microsoft,Microsoft Dynamics CRM 2011,,2,0
3038,Microsoft,Microsoft Physics Illustrator 3.x,3.x,2,-1
3039,Microsoft,Microsoft WinObj 2.x,2.x,2,0
3040,Microsoft,Microsoft Process Explorer 15.x,15.x,2,1
3041,Microsoft,Microsoft Treemapper 1.x,1.x,2,-1
3042,Microsoft,Microsoft Office Live Communications Server 2003,,2,-1
3043,Microsoft,Html Agility Pack 1.x,1.x,2,0
3044,Microsoft,Microsoft Handle 3.x,3.x,2,0
3045,Microsoft,Microsoft Internet Transfer ActiveX Control 6.x,6.x,2,-1
3046,Microsoft,Windows Media Player Firefox Plugin 1.x (extension for Firefox),1.x,2,0
3047,Microsoft,Microsoft Project Outlook Integration Object ActiveX Control 11.x,11.x,2,0
3048,Microsoft,Microsoft Data Analyzer ActiveX Control,,2,0
3049,Microsoft,Microsoft Forefront Protection 2010 for Exchange Server,,2,0
3050,Microsoft,Microsoft Project 98,8.x,2,1
3051,Microsoft,Microsoft Windows Server 2003 Enterprise Edition,2003,1,-1
3052,Microsoft,Microsoft Windows 2000 Professional,2000 Professional,1,1
3053,Microsoft,Office Mobile for Office 365 15.x,15.x,2,0
3054,Microsoft,Microsoft Streets &amp; Trips 2010,,2,-1
3055,Microsoft,Microsoft XML Parser 6.x,6.x,2,0
3056,Microsoft,olTFACL ActiveX Control 1.x,1.x,2,0
3057,Microsoft,Microsoft Access 2000,2000,2,1
3058,Microsoft,SolitaireShowdown ActiveX Control 9.x,9.x,2,0
3059,Microsoft,Microsoft Malware Protection 1.x,1.x,2,0
3060,Microsoft,Microsoft Digital Image 2006 11.x,11.x,2,1
3061,Microsoft,Microsoft IntelliPoint 6.x,6.x,2,0
3062,Microsoft,PromqryUI 1.x,1.x,2,-1
3063,Microsoft,Microsoft Project Server 2002,2002,2,1
3064,Microsoft,Microsoft SQL Server Management Studio Express 2005,,2,0
3065,Microsoft,ASP.NET MVC 4,4.x,2,0
3066,Microsoft,Microsoft PsFile 1.x,1.x,2,0
3067,Microsoft,Microsoft Desktops 1.x,1.x,2,0
3068,Microsoft,Microsoft Publisher 2013,,2,0
3069,Microsoft,Microsoft OneNote 2013,15.x,2,0
3070,Microsoft,Microsoft Desktops 2.x,2.x,2,0
3071,Microsoft,Microsoft Internet Information Services (IIS) 6,6,2,-1
3072,Microsoft,Bing Bar Installer 6.x,6.x,2,0
3073,Microsoft,Zone.com Chess for MSN Messenger ActiveX Control 9.x,9.x,2,-1
3074,Microsoft,Microsoft Chart Control for Microsoft .NET Framework 3.5,3.x,2,0
3075,Microsoft,Microsoft Works 8.x,8.x,2,0
3076,Microsoft,Microsoft Systems Management Server 1.x,1.x,2,1
3077,Microsoft,Microsoft Office Communicator 2007,2.x,2,-1
3078,Microsoft,Cabinet Tool 1.x,1.x,2,-1
3079,Microsoft,Microsoft Office X for Mac,,2,1
3080,Microsoft,Windows DVD Maker 6.x,6.x,2,0
3081,Microsoft,Windows Genuine Advantage 1.x (extension for Firefox),1.x,2,-1
3082,Microsoft,ASP.NET AJAX Extensions,2.x,2,0
3083,Microsoft,Microsoft BizTalk Server 2002,2002,2,1
3084,Microsoft,Microsoft Office 97,97,2,1
3085,Microsoft,Windows 7 Upgrade Advisor 2.x,2.x,2,-1
3086,Microsoft,DirectX Video Acceleration (DXVA) Checker 2.x,2.x,2,0
3087,Microsoft,Microsoft Lync Basic 2013,2013,2,0
3088,Microsoft,Microsoft Easy Assist 8.x,8.x,2,0
3089,Microsoft,MechWarrior 4: Mercenaries,,2,-1
3090,Microsoft,Microsoft ISA Server 2006 Supportability Update,,2,-1
3091,Microsoft,Microsoft Windows 95,,1,1
3092,Microsoft,Microsoft Visual J++ 6.x,6.x,2,-1
3093,Microsoft,Microsoft PowerPoint 2000,2000,2,1
3094,Microsoft,Microsoft Office Web Components 2000,2000,2,-1
3095,Microsoft,Microsoft Office Communicator 2005,,2,-1
3096,Microsoft,Microsoft SharePoint Server 2013,2013,2,0
3097,Microsoft,Microsoft Plus! Alarm Clock 1.x,1.x,2,-1
3098,Microsoft,Microsoft WMI Administrative Tools 1.x,1.x,2,-1
