Vendor,Product,Version,Type,End-Of-Life
"Research In Motion","BlackBerry Device Software 4.x",4.x,1,
"Research In Motion","BlackBerry Enterprise Server for Domino 4.x",4.x,2,
"Research In Motion","BlackBerry Desktop Software 6.x",6.x,2,0
"Research In Motion","BlackBerry Enterprise Server Express for Domino 5.x",5.x,2,0
"Research In Motion","BlackBerry Unite! 1.x",1.x,2,
"Research In Motion","BlackBerry Wireless Handheld 3.x",3.x,1,
"Research In Motion","BlackBerry Enterprise Server for Exchange 4.x",4.x,2,
"Research In Motion","Blackberry Enterprise Server Express for Exchange 5.x",5.x,2,0
"Research In Motion","BlackBerry Desktop Software 1.x (Mac OS)",1.x,2,0
"Research In Motion","BlackBerry Desktop Software 3.x",3.x,2,1
"Research In Motion","BlackBerry Enterprise Server 5.x",5.x,2,
"Research In Motion","BlackBerry Enterprise Server for Domino 2.x",2.x,2,
"Research In Motion","BlackBerry Enterprise Server for Domino 5.x",5.x,2,0
"Research In Motion","RIM TeamOn Import Object ActiveX Control",,2,
"Research In Motion","BlackBerry Device Software 6.x",6.x,2,0
"Research In Motion","BlackBerry Enterprise Server for Novell GroupWise 5.x",5.x,2,0
"Research In Motion","BlackBerry Enterprise Server for Exchange 3.x",3.x,2,
"Research In Motion","BlackBerry Device Software 7.x",7.x,2,0
"Research In Motion","BlackBerry Application Web Loader 1.x",1.x,2,
"Research In Motion","BlackBerry Desktop Software 5.x",5.x,2,1
"Research In Motion","BlackBerry Desktop Software 4.x",,2,1
"Research In Motion","axloader ActiveX Control 1.x",1.x,2,
"Research In Motion","BlackBerry Professional Software 4.x",4.x,2,
"Research In Motion","BlackBerry Device Software 5.x",5.x,1,0
"Research In Motion","BlackBerry Desktop Software 7.x",6.x,2,0
"Research In Motion","BlackBerry Enterprise Server for Novell GroupWise 4.x",4.x,2,0
"Research Triangle Software","CryptoBuddy 1.x",1.x,2,
ResMed,"ResScan 3.x",3.x,2,0
resolware,"Fileaze 1.x",1.x,2,
Resonate,"Resonate Central Dispatch 4.x",4.x,2,
"Resort Labs","Link Commander Pro 4.x",4.x,2,0
"Resort Labs","Link Commander 4.x",4.x,2,0
"Resplendence Software Projects","WhoCrashed 3.x",3.x,2,0
"Resplendence Software Projects","Registrar Registry Manager 6.x",6.x,2,0
"Resplendence Software Projects","Registrar Registry Manager 7.x",7.x,2,0
"Resplendence Software Projects","WhoCrashed 4.x",4.x,2,0
"Resplendence Software Projects","Undeluxe 1.x",1.x,2,0
"Resplendence Software Projects","Registrar Registry Manager 5.x",5.x,2,
Restlet,"Restlet 2.x",2.x,2,0
"Retina-X Studios","Advanced Privacy Cleaner 1.x",1.x,2,
"Retro Dreamer","Ice Cream Jump 1.x",1.x,2,0
"Retro Dreamer","SlamBots 1.x",1.x,2,0
"Retro Dreamer","Happy Poo's Revenge 1.x",1.x,2,0
Retro64,"Retro64 CR64Loader ActiveX Control",,2,
Retro64,"r64loader ActiveX Control 2.x",2.x,2,0
Returnil,"Returnil Virtual System 1.x",1.x,2,
Returnil,"Returnil Virtual System 2.x",2.x,2,
"Reuss New Media, Inc","Dropkick 1.x",1.x,2,0
Reuters,"Reuters 3000 Xtra 5.x",5.x,2,
Reuters,"Reuters Kondor+",,2,
Reuters,"Reuters 3000 Xtra 4.x",4.x,2,
Review-Script,"Five Star Review Script",,2,0
"RevilloC Developments Ltd.","RevilloC MailServer 1.x",1.x,2,0
ReviverSoft,"Registry Reviver 1.x",1.x,2,0
ReviverSoft,"Driver Reviver 4.x",4.x,2,0
ReviverSoft,"Driver Reviver 3.x",3.x,2,0
ReviverSoft,"Driver Reviver 2.x",2.x,2,0
REVOgames,"Glider collect'n kill 1.x",1.x,2,
"Revolution Games","Broken Sword II: Smoking Mirror 2.x",2.x,2,0
"Revolution Games","Broken Sword: Director's Cut 1.x",1.x,2,0
"Revolver Software","Revolver Solo 8.x",8.x,2,0
"Revolver Software","Revolver Office 8.x",8.x,2,0
"rexx systems","rexx Recruitment 7.x",7.x,2,0
"rexx systems","rexx Recruitment 6.x",6.x,2,0
"RFL Electronics Inc.","GARD 8000",,1,0
"RH Computing","Mobile Net Switch 3.x",3.x,2,0
"Rhino Software","Serv-U 9.x",9.x,2,1
"Rhino Software","Serv-U 10.x",10.x,2,1
"Rhino Software","Serv-U 8.x",8.x,2,1
RhinoSoft,"Serv-U FTP Server 4.x",4.x,2,1
RhinoSoft,"Zaep AntiSpam 2.x",,2,
RhinoSoft,"DNS4Me Web Server 3.x",3.x,2,
RhinoSoft,"Serv-U FTP Server 3.x",3.x,2,1
RhinoSoft,"Serv-U FTP Server 5.x",5.x,2,1
RhinoSoft,"Serv-U FTP Server 2.x",2.x,2,1
RhinoSoft,"Serv-U File Server 7.x",7.x,2,1
RhinoSoft,"Serv-U FTP Server 6.x",6.x,2,1
"RHUB Communications, Inc.","TurboMeeting 5.x",5.x,2,0
RhymBox,"RhymBox 1.x",1.x,2,
"Rhyolite Software","Distributed Checksum Clearinghouse (DCC) 1.2.x",1.2.x,2,
"Rhyolite Software","Distributed Checksum Clearinghouse (DCC) 1.3.x",1.3.x,2,
RibbonSoft,"QCAD 2.x",2.x,2,0
"Rice Studios","Oi! Email Marketing System 3.x",3.x,2,0
"Richard Koch","TeXShop 3.x",3.x,2,0
"Richard van den Berg","aide 0.x",0.x,2,0
"Richardson Software, LLC","RazorSQL 5.x",5.x,2,0
"Richardson Software, LLC","EditRocket 4.x",4.x,2,0
"Rickard Andersson","PunBB 1.x",1.x,2,0
Ricoh,"Ricoh Aficio 2035",,1,0
Ricoh,"Ricoh Aficio 450/455 PCL 5e",,1,
Ricoh,"Ridoc SmartDeviceMonitor 2.x",2.x,2,
Ricoh,"Ricoh Aficio MP7500",,1,0
Ricoh,"Ridoc Document System 3.x",3.x,2,
Ricoh,"Ricoh Aficio 1232C",,1,0
Ricoh,"Ricoh Aficio MP7001",,1,0
Ricoh,"Ricoh Aficio MP8000",,1,0
Ricoh,"Ricoh Aficio 1060",,1,0
Ricoh,"Ricoh Aficio MP5001",,1,0
Ricoh,"Ricoh Aficio MP6000",,1,0
Ricoh,"Ricoh Aficio 1022",,1,0
Ricoh,"Ricoh Aficio MP4000 Series",,1,0
Ricoh,"Ricoh Aficio 1013F",,1,0
Ricoh,"Ricoh Aficio MP4500",,1,0
Ricoh,"Ridoc IO Admin 6.x",6.x,2,
Ricoh,"Ricoh Aficio MP3500",,1,0
Ricoh,"Ricoh Aficio MP3500/4500 PCL 6 Driver 3.x",3.x,2,0
Ricoh,"Ridoc IO Admin 5.x",5.x,2,
Ricoh,"Ricoh Aficio MP2500 Series",,1,0
Ricoh,"Ricoh Aficio MP1100",,1,0
Ricoh,"Ricoh Aficio AP3800C",,1,0
Ricoh,"Ricoh DC Software DL-10 4.x",4.x,2,0
Ricoh,"Ricoh Aficio SP 5210SF",,1,0
Ricoh,"Ricoh Aficio 700",,1,0
Ricoh,"Ricoh Aficio 550/650",,1,
Ricoh,"Ricoh Aficio MPC7501",,1,0
Ricoh,"Ricoh Aficio MPC305",,1,0
Ricoh,"Ricoh Aficio 2075",,1,0
Ricoh,"Ricoh Aficio 3025/3030",,1,
Ricoh,"Ricoh Aficio MPC3500",,1,0
Ricoh,"Ridoc Document System 4.x",4.x,2,
Ricoh,"Ricoh Aficio SP 5210SR",,1,0
"Right Hemisphere","Deep Exploration 6.x",6.x,2,
"Right Hemisphere","Deep View 6.x",6.x,2,
"RIGHT Utilities","Hitware Lite 3.x",3.x,2,
"RIGHT Utilities, Inc","Anti Tracks 5.x",5.x,2,
Rightinpoint,"RightInPoint Lyrics Script",,2,0
"RimArts, Inc.","Dana Text Editor 1.x",1.x,2,0
Ringtail,"Ringtail CaseBook 6.x",6.x,2,
"Rio Salado College","Rio Salado Tech Check ActiveX Control 1.x",1.x,2,0
RioDVD,"RioDVD 3.x",3.x,2,0
"RioRey, Inc","RioRey RIOS 4.x",4.x,1,
"Riot Games","League of Legends 1.x",1.x,2,0
RIPSTONE,"Mens Room Mayhem 1.x",1.x,2,0
"RiSearch Software","RiSearch Pro 3.x",,2,
"RiSearch Software","RiSearch 1.x",,2,
"RiseFly Software.","BestSync 2013",8.x,2,0
"Rising Antivirus International","Rising Antivirus 20.x",20.x,2,
"Rising Antivirus International","Rising Antivirus 19.x",19.x,2,
"Rising Antivirus International","Rising Antivirus Personal Edition 18.x",18.x,2,
"Rising Antivirus International","Rising AntiVirus 2011 23.x",23.x,2,0
"Rising Antivirus International","Rising Online Virus Scanner",,2,
"Rising Antivirus International","Rising Antivirus 2009 21.x",21.x,2,
"Rising Antivirus International","Rising Internet Security 2009 21.x",21.x,2,
"Rising Antivirus International","Rising Firewall 2009 21.x",21.x,2,
"Rising Antivirus International","Rising Antivirus 2010 22.x",22.x,2,0
RITLABS,"The Bat! 5.x",5.x,2,0
RITLABS,"TinyWEB 1.x",1.x,2,
RITLABS,"The Bat! 2.x",,2,
RITLABS,"The Bat! 6.x",6.x,2,0
RITLABS,"The Bat! 4.x",4.x,2,
RITLABS,"The Bat! 3.x",3.x,2,
riv3r,"Classic Car Parking 3D 1.x",1.x,2,0
"River Past","River Past Video Slice 4.x",4.x,2,
"River Past","Video Cleaner Pro 6.x",6.x,2,
"Riverbed Technology","WinPcap 4.x",4.x,2,0
"Riverbed Technology","Riverbed Cascade 10.x",10.x,1,0
"Riverbed Technology","WinPcap 3.x",3.x,2,0
"Riverbed Technology","WinPcap 2.x",2.x,2,0
"Riverbed Technology","Riverbed Interceptor 9350",,1,0
"Riverbed Technology, Inc.","Riverbed Granite Core 2.x",2.x,1,0
"Riverbed Technology, Inc.","Riverbed AppResponse Xpert 8.x",8.x,1,0
"Riverbed Technology, Inc.","Riverbed Steelhead EX 3.x",3.x,1,0
"Riverbed Technology, Inc.","Riverbed Cascade 9.x",9.x,1,0
"Riverbed Technology, Inc.","RiOS 6.x",6.x,2,1
"Riverbed Technology, Inc.","RiOS 8.x",8.x,2,0
"Riverbed Technology, Inc.","Riverbed Stingray Service Controller (SSC) 1.x",1.x,1,0
"Riverbed Technology, Inc.","Riverbed Central Managment Console (CMC) 8.x",8.x,1,0
"Riverbed Technology, Inc.","RiOS 7.x",7.x,2,0
"Riverbed Technology, Inc.","Riverbed Stingray Traffic Manager (STM) 9.x",9.x,1,0
"Riverbed Technology, Inc.","RiOS 5.x",5.x,2,1
"Riverbed Technology, Inc.","Riverbed Stingray Traffic Manager (formerly Zeus ZXTM) 7.x",7.x,2,0
"Riverbed Technology, Inc.","Riverbed Whitewater 3.x",3.x,1,0
"RivetCode, LLC","RivetTracker 1.x",1.x,2,0
Rizonesoft,"Rizone Memory Booster 1.x",1.x,2,0
"RjH Software","rjhExtensions 1.x",1.x,2,
"RJL Software","Simple Search-Replace 1.x",1.x,2,
"RJL Software","Resize Browser 1.x",1.x,2,
"RKD Software","RKD Software Barcode ActiveX 4.x",4.x,2,
"RKS Software","MightyFax 3.x",3.x,2,
"RL Vision","Flash Renamer 4.x",4.x,2,
"RL Vision","Exif Tag Remover 3.x",3.x,2,0
RMBSoft,"SoundEdit Pro 2.x",2.x,2,
RMBSoft,"RMBSoft AudioConvert 3.x",3.x,2,
RMBSoft,"AudioStreamer 2.x",2.x,2,0
"Rnet Webløsninger","Rnet eShop 4.x",4.x,2,0
Roadkil.Net,"Roadkil's Unstoppable Copier 5.x",5.x,2,0
Roadkil.Net,"Roadkil's Unstoppable Copier 4.x",4.x,2,0
"Roaring Penguin Software Inc.","MIMEDefang 2.x",,2,
"Roaring Penguin Software Inc.","CanIt 1.x",1.x,2,1
"Robert James Kaes and Steven Young","tinyproxy 1.x",1.x,2,0
RoBIT,"Amblog 1.x (component for Joomla!)",1.x,2,0
"ROBLOX Corporation","Roblox 1.x",1.x,2,0
Robo-FTP,"RobotFTP Server 1.x",1.x,2,0
Robobat,"ROBOT Millennium 20.x",20.x,2,
"RobTop Games","Memory Mastermind 1.x",1.x,2,0
"Rocket Software","Rocket U2 UniVerse 10.x",10.x,2,0
"Rocket Software","BlueZone Desktop 5.x",5.x,2,0
"Rocket Software","J Walk 3.x",3.x,2,0
"Rocket Software","Rocket U2 UniData 7.x",7.x,2,0
"Rocket Software","Rocket Mainstar Catalog Recovery Plus 7.x",7.x,2,0
"Rocket Software","Rocket Mainstar Backup and Recovery Manager Suite 4.x",4.x,2,0
RocketTheme,"WordPress RokIntroScroller Plugin 1.x",1.x,2,0
RocketTheme,"Gantry 3.x (component for Joomla!)",3.x,2,0
RocketTheme,"WordPress RokBox Plugin 2.x",2.x,2,0
RocketTheme,"Dominion 1.x",1.x,2,0
RocketTheme,"WordPress RokStories Plugin 1.x",1.x,2,0
RocketTheme,"WordPress RokNewsPager Plugin 1.x",1.x,2,0
RocketTheme,"WordPress RokMicroNews Plugin 1.x",1.x,2,0
"Rockin' Software","WinDates calendar 5.x",5.x,2,
Rockliffe,"MailSite 6.x",6.x,2,
Rockliffe,"MailSite 7.x",7.x,2,
Rockliffe,"MailSite 8.x",8.x,2,0
Rockliffe,"MailSite 5.x",5.x,2,
"RockMondo Team","RockMongo 1.x",1.x,2,0
"Rockstar Games","Grand Theft Auto: Vice City 1.x",1.x,2,0
"Rockstar Games","Grand Theft Auto III 1.x",1.x,2,0
"Rocksteady Studios","Batman Arkham City 1.x",1.x,2,0
"Rockwell Automation, Inc.","FlexLogix 1788-ENBT",,1,0
"Rockwell Automation, Inc.","RSLogix 5000 17.x",17.x,2,0
"Rockwell Automation, Inc.","RSLinx Enterprise 5.x",5.x,2,0
"Rockwell Automation, Inc.","RSLogix 5000 20.x",20.x,2,0
"Rockwell Automation, Inc.","Rockwell Automation FactoryTalk Directory 5.x",5.x,2,0
"Rockwell Automation, Inc.","CompactLogix L35E",,1,0
"Rockwell Automation, Inc.","Rslogix 500 8.x",8.x,2,0
"Rockwell Automation, Inc.","Rockwell Automation FactoryTalk View Site Edition 5.x",5.x,2,0
"Rockwell Automation, Inc.","Rslogix 500 7.x",7.x,2,0
"Rockwell Automation, Inc.","Rockwell Automation FactoryTalk Historian 3.x",3.x,2,0
"Rockwell Automation, Inc.","CompactLogix L32E",,1,0
"Rockwell Automation, Inc.","Rockwell Automation PanelBuilder32 3.x",3.x,2,0
"Rockwell Automation, Inc.","Rockwell Automation FactoryTalk Alams &amp; Events 2.x",2.x,2,0
"Rockwell Automation, Inc.","RSView32 7.x",7.x,2,0
"Rockwell Automation, Inc.","RSLinx 2.x",2.x,2,0
"Rockwell Automation, Inc.","ControlLogix 1768-EWEB",,1,0
"Rockwell Automation, Inc.","ControlLogix 1768-ENBT",,1,0
"Rockwell Automation, Inc.","RSLogix5000 Clock Update Tool 2.x",2.x,2,0
"Rockwell Automation, Inc.","ControlLogix 1756-EWEB",,1,0
"Rockwell Automation, Inc.","ControlLogix 1756-ENTB/A Ethernet/IP Bridge",,1,
"Rockwell Automation, Inc.","FactoryTalk Services Platform 2.x",2.x,2,0
"Rockwell Automation, Inc.","Rockwell Automation 1764 MicroLogix 1500 Controllers",,1,0
"Rockwell Automation, Inc.","RSLogix 5000 19.x",19.x,2,0
"Rockwell Automation, Inc.","Rockwell OPC Automation ActiveX Control 1.x",1.x,2,0
"Rockwell Automation, Inc.","Rockwell Automation 1766 MicroLogix 1400 Controllers",,1,0
"Rockwell Automation, Inc.","Rockwell Automation SLC 500 Controller",,1,0
"Rockwell Automation, Inc.","Rockwell DHCP/BOOTP 2.x",2.x,2,0
"Rockwell Automation, Inc.","RSLogix 5000 18.x",18.x,2,0
"Rockwell Automation, Inc.","Rockwell Automation FactoryTalk Activation Server 3.x",3.x,2,0
"Rockwell Automation, Inc.","Rockwell Automation 1762 MicroLogix 1200 Controllers",,1,0
"Rockwell Automation, Inc.","Rockwell Automation PLC-5 Controller",,1,0
"Rockwell Automation, Inc.","Rockwell Automation 1763 MicroLogix 1100 Controllers",,1,0
"Rockwell Automation, Inc.","FLEX I/O 1794-AENTR",,1,0
"Rockwell Automation, Inc.","Rockwell Automation 1761 MicroLogix 1000 Controllers",,1,0
"Rockwell Automation, Inc.","Rockwell Automation FactoryTalk Diagnostics 2.x",2.x,2,0
"Rocky Sand Studio Ltd.","FreeMemory 1.x",1.x,2,0
rocky.nu,Modelbook,,2,0
rocky.nu,"Video Battle Script",,2,0
Rocomotion,"Rocomotion P up board random 1.x",1.x,2,0
Rocomotion,"Rocomotion P up board I with G 1.x",1.x,2,0
Rocomotion,"Rocomotion P up board with GBO 1.x",1.x,2,0
Rocomotion,"Rocomotion P forum 1.x",1.x,2,
Rocomotion,"Rocomotion P up board with G 1.x",1.x,2,0
Rocomotion,"Rocomotion PM forum 1.x",1.x,2,0
Rocomotion,"Rocomotion P up board 1.x",1.x,2,0
Rocomotion,"Rocomotion PM bbs 1.x",1.x,2,0
Rocomotion,"Rocomotion P board RI with GBO 1.x",1.x,2,0
Rocomotion,"Rocomotion pplog 3.x",3.x,2,0
Rocomotion,"Rocomotion PM up bbs 1.x",1.x,2,0
Rocomotion,"Rocomotion P board RI with G 1.x",1.x,2,0
Rocomotion,"Rocomotion P link 1.x",1.x,2,0
Rocomotion,"Rocomotion pplog2 3.x",3.x,2,0
Rocomotion,"Rocomotion P board RI 1.x",1.x,2,0
Rocomotion,"Rocomotion P diary 1.x",1.x,2,0
Rocomotion,"Rocomotion P link compact 1.x",1.x,2,0
Rocomotion,"Rocomotion P board R with G 1.x",1.x,2,0
Rocomotion,"Rocomotion P board 1.x",1.x,2,0
Rocomotion,"Rocomotion P diary R 1.x",1.x,2,0
Rocomotion,"Rocomotion P board R 1.x",1.x,2,0
Rocomotion,"Rocomotion P up board random 2 1.x",1.x,2,0
Rocomotion,"Rocomotion P board with G 1.x",1.x,2,0
"Roemer Software","FREE Hi-Q Recorder 1.x",1.x,2,
"Roemer Software","Easy Hi-Q Recorder 2.x",2.x,2,
"Roemer Software","Easy Hi-Q Converter 1.x",1.x,2,
"rogue amoeba","Airfoil 3.x",3.x,2,0
"rogue amoeba","SoundSource 2.x",2.x,2,1
"rogue amoeba","Audio Hijack 2.x",2.x,2,0
"rogue amoeba","Nicecast 1.x",1.x,2,0
"rogue amoeba","Pulsar 2.x",2.x,2,0
"rogue amoeba","Fission 1.x",1.x,2,0
"rogue amoeba","Radioshift 1.x",1.x,2,1
"rogue amoeba","LineIn 2.x",2.x,2,0
"rogue amoeba","Audio Hijack Pro 2.x",2.x,2,0
"rogue amoeba","MakeiPhoneRingtone 1.x",1.x,2,0
"rogue amoeba","Airfoil Speakers 4.x",4.x,2,0
"rogue amoeba","Airfoil 4.x",4.x,2,0
"Rogue Research","Brainsight 2.x",2.x,2,0
Rohitab,"API Monitor 1.x",1.x,2,
RoidApp,"Photo Grid - Collage Maker 4.x",4.x,2,0
rojekti,"Clipper Plus with Sync 2.x",2.x,2,0
Roland,"SONAR 8 17.x",17.x,2,0
Roland,"GT-PRO Editor 1.x",1.x,2,0
Roland,"Virtual Sound Canvas 3.x",3.x,2,0
"Roni Music","Ultimate DVD Player 1.x",1.x,2,0
"Roni Music","Amazing Slow Downer 3.x",3.x,2,0
"RootsMagic, Inc.","RootsMagic 5.x",5.x,2,0
"RootsMagic, Inc.","RootsMagic 4.x",4.x,2,0
"Rose City Software","Registry First Aid Platinum 6.x",6.x,2,0
"Rose City Software","Courier 3.x",3.x,2,
"Rose City Software","SynchroMaster 1.x",1.x,2,0
"Rose City Software","Registry First Aid 8.x",8.x,2,0
"Rose City Software","Registry First Aid 6.x",6.x,2,0
"Rose City Software","Registry First Aid 9.x",9.x,2,0
"Rose City Software","Registry First Aid 7.x",7.x,2,0
"Rose City Software","Registry First Aid Platinum 5.x",5.x,2,0
"Rosenthal Software","AIDeX Mini-WebServer 1.x",1.x,2,
"Rosenthal Software","Anti-Twin 1.x",1.x,2,
"Rosetta Stone Inc.","RosettaStone 3.x",3.x,2,0
Rosewill,"Rosewill RXS-3211 IP Camera",,1,0
Rosiello,"Rosiello Rpm Finder (rpf) 1.x",1.x,2,
"Rosoft Engineering","Rosoft Audio Converter 4.x",4.x,2,0
"Rosoft Engineering","Rosoft Media Player 4.x",4.x,2,
Ross-Tech,"VCDS 11.x",11.x,2,0
Ross-Tech,"VCDS 10.x",10.x,2,0
"ROUTE 66","ROUTE 66 Maps + Navigation 5.x",5.x,2,0
"ROUTE 66","Route 2003 3.x",3.x,2,
"ROUTE 66","ROUTE 66 Sync 9.x",9.x,2,0
"ROUTE 66","Route 2005 4.x",4.x,2,
Rovio,"Angry Birds 3.x",3.x,2,0
Rovio,"Angry Birds 2.x",2.x,2,0
Rovio,"Angry Birds 1.x",1.x,2,0
Rovio,"The Croods 1.x",1.x,2,0
Rovio,"Tiny Thief 1.x",1.x,2,0
Rovio,"Angry Birds Seasons 2.x",2.x,2,0
Rovio,"Amazing Alex 1.x",1.x,2,0
Rovio,"Angry Birds Space 1.x",1.x,2,0
Rovio,"Angry Birds Space Premium 1.x",1.x,2,0
Rovio,"Bad Piggies 1.x",1.x,2,0
Rovio,"Angry Birds Star Wars 1.x",1.x,2,0
Rovio,"Angry Birds Rio 1.x",1.x,2,0
Rovio,"Angry Birds Seasons 3.x",3.x,2,0
Rovio,"Angry Birds Friends 1.x",1.x,2,0
"Roxen Internet Software","Roxen CMS 3.x",3.x,2,
Roxio,"WinOnCD 5.x",5.x,2,
Roxio,"Roxio MyDVD 9.x",9.x,2,0
Roxio,"Roxio Toast Titanium 7.x",7.x,2,
Roxio,"Roxio Easy Media Creator 9.x",9.x,2,
Roxio,"Roxio Burn 1.x",1.x,2,0
Roxio,"Toast Titanium 10.x",10.x,2,0
Roxio,"Easy CD &amp; DVD Creator 6.x",6.x,2,
Roxio,"Roxio CinePlayer 3.x",3.x,2,
Roxio,"Roxio Easy CD &amp; DVD Burning 7.x",7.x,2,0
Roxio,"Roxio CinePlayer 2.x",2.x,2,
Roxio,"Easy CD Creator 3.x",3.x,2,
Roxio,"RoxioNow Player 1.x",1.x,2,0
Roxio,"Easy CD Creator 4.x",4.x,2,
Roxio,"Toast Titanium 11.x",11.x,2,0
Roxio,"Easy CD Creator 5.x",5.x,2,
Roxio,"WinOnCD 6.x",6.x,2,
Roxio,"PhotoSuite 5.x",5.x,2,
Roxio,"Backup MyPC 6.x",6.x,2,0
Roxio,"Roxio PhotoShow 6.x",6.x,2,
Roxio,"Roxio Toast 6.x",6.x,2,
Roxio,"PhotoSuite II",,2,
Roxio,"Roxio Easy Media Creator 8.x",8.x,2,
Roxio,"Roxio WinOnCD 3.x",3.x,2,
Roxio,"PhotoSuite 8.x",8.x,2,
Roxio,"Roxio Creator 2010 10.x",10.x,2,
Roxio,"Roxio Easy Media Creator 7.x",7.x,2,
rPath,"rPath Linux 1.x",1.x,1,
rPath,"Conary 6.x",6.x,2,0
RPTools,"MapTool 1.x",1.x,2,0
"RS Software Lab","Disk Checker 3.x",3.x,2,
"RS Web Solutions","RS-Monials 1.x (component for Joomla)",1.x,2,
"RSA Security","RSA enVision 4.x",4.x,2,0
"RSA Security","RSA Data Loss Prevention (DLP) Enterprise Manager 8.x",8.x,2,0
"RSA Security","RSA Certificate Manager 6.x",6.x,2,
"RSA Security","RSA SecurID Appliance 3.x",3.x,2,0
"RSA Security","RSA SecurID 3.x",3.x,1,0
"RSA Security","RSA Access Manager Agent 4.x",4.x,2,0
"RSA Security","RSA SecurID Appliance 2.x",2.x,1,0
"RSA Security","RSA Access Manager Server 6.x",6.x,2,0
"RSA Security","RSA SecurID Web Express",,2,
"RSA Security","RSA Data Protection Manager (RKM) 1.x",1.x,2,0
"RSA Security","RSA ClearTrust",,2,
"RSA Security","RSA Access Manager Server 5.x",5.x,2,0
"RSA Security","RSA ACE/Agent 5.x",5.x,2,
"RSA Security","RSA Adaptive Authentication 5.x",5.x,2,0
"RSA Security","RSA ACE/Server 5.x",5.x,2,
"RSA Security","RSA Adaptive Authentication 2.x",2.x,2,0
"RSA Security","RSA Authentication Agent for Microsoft Windows 7.x",7.x,2,0
"RSA Security","RSA enVision 3.x",3.x,2,
"RSA Security","RSA BSAFE",,2,
"RSA Security","RSA Data Protection Manager 3.x",3.x,2,0
"RSA Security","RSA ACE/Server 4.x",4.x,2,
"RSA Security","RSA Authentication Agent for Web for IIS 5.x",5.x,2,
"RSA Security","RSA Adaptive Authentication 6.x",6.x,2,0
"RSA Security","RSA Registration Manager 6.x",6.x,2,
"RSA Security","RSA Authentication Manager 7.x",7.x,2,0
"RSA Security","RSA Authentication Manager 6.x",6.x,2,
"RSA Security","RSA Federated Identity Manager 4.x",4.x,2,
"RSA Security","RSA ACE/Server 6.x",6.x,2,
"RSA Security","RSA SecurID Software Token 3.x",3.x,2,1
"RSA Security","RSA Authentication Agent for Microsoft Windows 6.x",6.x,2,
"RSA Security","RSA SecurID Software Token 4.x",4.x,2,0
"RSA Security","RSA Federated Identity Manager 3.x",3.x,2,
"RSA Security","RSA Data Protection Manager 2.x",2.x,2,0
RSBAC,"RSBAC 1.x",,2,
RSJoomla.com,"RSFiles! 1.x (component for Joomla!)",1.x,2,0
RSJoomla.com,"RSForm! 1.x (component for Joomla!)",1.x,2,0
RSJoomla.com,"RSComments (component for Joomla)",,2,0
"RT Soft Ltd.","MetaServer RT 3.x",3.x,2,0
RTFM,"RTFM ssldump 0.x",0.x,2,
"RTL interactive GmbH","RTL INSIDE 2.x",2.x,2,0
"RTS Sentry, Inc.","RTS Sentry PTZCamPanelCtrl ActiveX Control 2.x",2.x,2,
ruahine.com,"Ycopy 1.x",1.x,2,
"Ruckus Wireless, Inc.","Ruckus SmartCell Access Point Firmware 1.x",1.x,1,0
"Ruckus Wireless, Inc.","Ruckus ZoneFlex Access Point Firmware 1.x",1.x,1,0
"Ruckus Wireless, Inc.","Ruckus SmartCell Gateway 1.x",1.x,1,0
"Ruckus Wireless, Inc.","Ruckus ZoneFlex Access Point Firmware 9.x",9.x,1,0
"Ruckus Wireless, Inc.","Ruckus ZoneDirector Controller Firmware 9.x",9.x,1,0
Ruff-Tech,"Ruff-FTP 2.x",2.x,2,
RuggedCom,"Rugged Operating System (ROS) 4.x",4.x,1,0
RuggedCom,"Rugged Operating System (RuggedMax) 4.x",4.x,1,0
RuggedCom,"Rugged Operating System (ROX) 2.x",2.x,1,0
RuggedCom,"Rugged Operating System (ROX) 1.x",1.x,1,0
RuggedCom,"RuggedCom eLAN 8.x",8.x,1,0
RuggedCom,"RuggedCom RuggedAPE (Application Processing Engine) 2.x",2.x,1,0
RuggedCom,"Rugged Operating System (ROS) 3.x",3.x,1,0
run-digital,"Run Digital Download 0.x (component for Joomla!)",0.x,2,0
"Runic Games","Torchlight II 1.x",1.x,2,0
"Runic Games","Torchlight 1.x",1.x,2,0
Runtastic,"Runtastic PRO 3.x",3.x,2,0
"Runtime Revolution Ltd","Ten Thumbs 4.x",4.x,2,0
"Runtime Software","Get Data Back NTFS 4.x",4.x,2,
"Runtime Software","DriveImage XML 2.x",2.x,2,
"Runtime Software","Get Data Back FAT 3.x",3.x,2,
"Runtime Software","DriveImage XML 1.x",1.x,2,
"Runtime Software","GetDataBack for NTFS Data Recovery 4.x",4.x,2,0
"Runtime Software","GetDataBack for FAT Data Recovery 3.x",3.x,2,0
RustemSoft,"XMLFox Advance XML Editor 2.x",2.x,2,
"RV Global Soft Co.,Ltd.","RVSkin 10.x",10.x,2,0
"S&amp;H Computer Systems","News Rover 12.x",12.x,2,
"S&amp;H Computer Systems","News Rover 18.x",18.x,2,0
"S&amp;H Computer Systems","News Rover 16.x",16.x,2,0
S.A.D.,"Formatwandler 4.x",4.x,2,0
S.A.D.,"Formatwandler 5.x",5.x,2,0
S.A.D.,"MyTube BigPack 4.x",4.x,2,0
S.A.D.,"MyTube BigPack 5.x",5.x,2,0
S.A.D.,"MyTube BigPack 1.x",1.x,2,
